Dataset	Disease	Tissue	Sample	Replicate	ORF1p	ORF2p	ORF0	ORF1p_variants	ORF2p_variants	HERV_proteins	PTMs
PXD003414	healthy	NA	 1	1	0	 0.00000	0	0	0	0	NA
PXD003414	healthy	NA	 2	1	0	 0.00000	0	0	0	0	NA
PXD003414	healthy	NA	 3	1	0	 0.00000	0	ORF1p_PA2_22_(88.034),ORF1p_HS_42_(17.925)	ORF2p_HOT_2_(30.303)	0	NA
PXD003414	healthy	NA	 4	1	0	 0.00000	0	ORF1p_PA2_24_(1.036)	0	0	NA
PXD003414	healthy	NA	 5	1	0	 0.00000	0	ORF1p_HS_69_(28.966)	ORF2p_HS_1_(10.884)	0	NA
PXD003414	healthy	NA	 6	1	0	15.06024	0	0	0	0	NA
PXD003414	healthy	NA	 7	1	0	 0.00000	0	0	0	0	NA
PXD003414	healthy	NA	 8	1	0	 0.00000	0	0	ORF2p_PA2_28_(19.565)	0	NA
PXD003414	healthy	NA	 9	1	0	 0.00000	0	ORF1p_HS_74_(15.152),ORF1p_HS_97_(13.761)	0	0	NA
PXD003414	healthy	NA	10	1	0	 0.00000	0	0	0	0	NA
PXD003414	healthy	NA	11	1	0	 0.00000	0	0	ORF2p_PA2_20_(22.772)	0	NA
PXD003414	healthy	NA	12	1	0	 0.00000	0	0	ORF2p_PA2_30_(45.562),ORF2p_HS_40_(40.595),ORF2p_PA3_1_(3.669)	0	NA
