Dataset	Disease	Tissue	Sample	Replicate	ORF1p	ORF2p	ORF0	ORF1p_variants	ORF2p_variants	HERV_proteins	PTMs
PXD003552	hepatocellular carcinoma	NA	1	1	0	0	0	0	ORF2p_HS_58_(5.675)	0	NA
PXD003552	hepatocellular carcinoma	NA	2	1	0	0	0	0	0	0	NA
PXD003552	hepatocellular carcinoma	NA	3	1	0	0	0	ORF1p_PA2_31_(2.977),ORF1p_HS_110_(2.977),ORF1p_HOT_4_(2.977),ORF1p_PA2_8_(2.977),ORF1p_HS_33_(2.977),ORF1p_HS_102_(2.977),ORF1p_HS_1_(2.977)	ORF2p_PA2_5_(16.318),ORF2p_HS_47_(2.977),ORF2p_HS_120_(2.977),ORF2p_HS_88_(2.977),ORF2p_PA2_12_(2.977),ORF2p_PA2_19_(2.977),ORF2p_PA2_28_(2.977),ORF2p_HS_72_(2.977),ORF2p_PA2_16_(2.977),ORF2p_HS_21_(2.977),ORF2p_HS_109_(2.977),ORF2p_PA2_25_(2.977),ORF2p_PA3_1_(2.977),ORF2p_PA2_7_(2.977),ORF2p_HS_19_(2.977),ORF2p_HS_100_(2.977),ORF2p_HS_103_(2.977),ORF2p_PA2_29_(2.977)	c("Q9XRX5_(2.977)", "P62684_(2.977)", "Q9UM44_(2.977)", "P63132_(2.977)")	NA
PXD003552	hepatocellular carcinoma	NA	4	1	0	0	3.81728778467909	ORF1p_PA2_29_(3.817),ORF1p_HS_1_(3.817),ORF1p_HS_110_(3.817)	ORF2p_HOT_4_(3.817),ORF2p_HS_120_(3.817),ORF2p_HS_56_(3.817),ORF2p_HS_43_(3.817),ORF2p_PA2_12_(3.817),ORF2p_PA3_1_(3.817),ORF2p_HS_50_(3.817),ORF2p_HS_101_(3.817),ORF2p_HS_6_(3.817),ORF2p_HS_40_(3.817),ORF2p_HOT_6_(3.817),ORF2p_PA2_19_(3.817),ORF2p_PA2_13_(3.817),ORF2p_HS_103_(3.817)	c("C9J7D0_(3.817)", "Q9N2J8_(3.817)", "Q9XRX5_(3.817)")	NA
PXD003552	hepatocellular carcinoma	NA	5	1	0	0	0	ORF1p_PA2_4_(33.898)	0	0	NA
PXD003552	hepatocellular carcinoma	NA	6	1	0	0	0	0	0	0	NA
PXD003552	hepatocellular carcinoma	NA	7	1	0	0	0	0	0	0	NA
PXD003552	hepatocellular carcinoma	NA	8	1	0	0	0	ORF1p_HS_120_(8.772),ORF1p_PA2_5_(2.262)	ORF2p_HOT_4_(2.262),ORF2p_HS_101_(2.262),ORF2p_PA3_1_(2.262)	C9JL84_(2.262)	NA
PXD003552	hepatocellular carcinoma	NA	9	1	0	0	0	0	ORF2p_HS_119_(11.679),ORF2p_PA2_31_(11.679),ORF2p_PA2_18_(2.752),ORF2p_HS_100_(2.752)	0	NA
PXD003552	hepatocellular carcinoma	NA	10	1	0	2.38253693597764	0	ORF1p_PA3_1_(2.383),ORF1p_HS_26_(2.383),ORF1p_HS_93_(2.383),ORF1p_HS_34_(2.383)	ORF2p_HS_67_(16.15),ORF2p_HS_40_(4.389),ORF2p_PA2_20_(4.389),ORF2p_HS_43_(2.383),ORF2p_HS_33_(2.383),ORF2p_PA2_30_(2.383),ORF2p_PA2_12_(2.383),ORF2p_PA2_33_(2.383),ORF2p_HS_114_(2.383),ORF2p_HS_76_(2.383),ORF2p_HS_111_(2.383),ORF2p_HS_122_(2.383),ORF2p_PA2_34_(2.383),ORF2p_PA2_24_(2.383),ORF2p_HS_42_(2.383),ORF2p_HS_38_(2.383)	C9JL84_(6.252)	NA
